id_station_itinerance;code_insee_commune;coordonneesXY;puissance_nominale;consolidated_longitude;consolidated_latitude;consolidated_commune;nbre_pdc
FRSIGPSIGE34711;95203;[2.28509, 48.9913];22000.0;2.28509;48.9913;Eaubonne;1
FRSIGPSIGE34911;95219;[2.26089, 48.9913];22000.0;2.26089;48.9913;Ermont;1
FRSIGPSIGE35011;95219;[2.26261, 48.9898];22000.0;2.26261;48.9898;Ermont;1
FRSIGPSIGE35111;95219;[2.25678, 48.985];22000.0;2.25678;48.985;Ermont;1
FRSIGPSIGE35211;95219;[2.27183, 48.9797];22000.0;2.27183;48.9797;Ermont;1
FRSIGPSIGE35311;95219;[2.26332, 48.9852];22000.0;2.26332;48.9852;Ermont;1
FRSIGPSIGE35411;95219;[2.25776, 48.9895];22000.0;2.25776;48.9895;Ermont;1
FRSIGPSIGE38311;95582;[2.2633, 48.9701];7000.0;2.2633;48.9701;Sannois;2
FRSIGPSIGE33711;95051;[2.1996, 49.0108];22000.0;2.1996;49.0108;Beauchamp;1
FRSIGPSIGE40012;95488;[2.1552, 49.0194];7000.0;2.1552;49.0194;Pierrelaye;2
FRSIGPSIGE39612;95563;[2.2424, 49.0158];22000.0;2.2424;49.0158;Saint-Leu-la-Forêt;2
FRSIGPSIGE39711;95488;[2.16317, 49.0203];22000.0;2.16317;49.0203;Pierrelaye;2
FRSIGPSIGE39811;95488;[2.1413, 49.0223];22000.0;2.1413;49.0223;Pierrelaye;2
FRSIGPSIGE39911;95488;[2.15733, 49.0218];7000.0;2.15733;49.0218;Pierrelaye;2
FRSIGPSIGE40111;95424;[2.1991, 48.9966];22000.0;2.1991;48.9966;Montigny-lès-Cormeilles;2
FRSIGPSIGE40211;95424;[2.18857, 48.9854];22000.0;2.18857;48.9854;Montigny-lès-Cormeilles;2
FRSIGPSIGE40411;95424;[2.20313, 48.994];22000.0;2.20313;48.994;Montigny-lès-Cormeilles;2
FRSIGPSIGE29211;95197;[2.325135, 48.975383];22000.0;2.325135;48.975383;Deuil-la-Barre;2
FRSIGPSIGE29112;95527;[2.514428, 49.003741];22000.0;2.514428;49.003741;Roissy-en-France;2
FRSIGPSIGE29012;95680;[2.392918, 49.004398];22000.0;2.392918;49.004398;Villiers-le-Bel;2
FRSIGPSIGE39512;95563;[2.24271, 49.0197];22000.0;2.24271;49.0197;Saint-Leu-la-Forêt;2
FRSIGPSIGE39412;95563;[2.25216, 49.0132];22000.0;2.25216;49.0132;Saint-Leu-la-Forêt;2
FRSIGPSIGE38511;95582;[2.2661, 48.9686];22000.0;2.2661;48.9686;Sannois;2
FRSIGPSIGE38611;95582;[2.24037, 48.9686];22000.0;2.24037;48.9686;Sannois;2
FRSIGPSIGE38711;95582;[2.2562, 48.9761];22000.0;2.2562;48.9761;Sannois;2
FRSIGPSIGE38911;95563;[2.2521, 49.0236];22000.0;2.2521;49.0236;Saint-Leu-la-Forêt;2
FRSIGPSIGE39011;95563;[2.24848, 49.0193];22000.0;2.24848;49.0193;Saint-Leu-la-Forêt;2
FRSIGPSIGE39111;95563;[2.24591, 49.0186];22000.0;2.24591;49.0186;Saint-Leu-la-Forêt;2
FRSIGPSIGE39211;95563;[2.238, 49.0107];22000.0;2.238;49.0107;Saint-Leu-la-Forêt;2
FRSIGPSIGE39311;95563;[2.2484, 49.0057];22000.0;2.2484;49.0057;Saint-Leu-la-Forêt;2
FRSIGPSIGE33811;95051;[2.19769, 49.0097];22000.0;2.19769;49.0097;Beauchamp;1
FRSIGPSIGE33612;95176;[2.2001, 48.9835];22000.0;2.2001;48.9835;Cormeilles-en-Parisis;2
FRSIGPSIGE28912;95680;[2.413664, 49.000478];22000.0;2.413664;49.000478;Villiers-le-Bel;2
FRSIGPSIGE30721;91645;[2.270501, 48.752064];22000.0;2.270501;48.752064;Verrières-le-Buisson;2
FRSIGPSIGE30411;78358;[2.146948, 48.944501];22000.0;2.146948;48.944501;Maisons-Laffitte;2
FRSIGPSIGE30511;93064;[2.486793, 48.872049];22000.0;2.486793;48.872049;Rosny-sous-Bois;2
FRSIGPSIGE30611;92073;[2.213465, 48.86188];24000.0;2.213465;48.86188;Suresnes;2
FRSIGPSIGE31212;94034;[2.330149, 48.760628];22000.0;2.330149;48.760628;Fresnes;2
FRSIGPSIGE30811;93064;[2.484066, 48.871722];24000.0;2.484066;48.871722;Rosny-sous-Bois;2
FRSIGPSIGE30911;95280;[2.457298, 49.02965];24000.0;2.457298;49.02965;Goussainville;2
FRSIGPSIGE31011;95280;[2.47388, 49.031974];24000.0;2.47388;49.031974;Goussainville;2
FRSIGPSIGE31111;77479;[2.640961, 48.869794];24000.0;2.640961;48.869794;Vaires-sur-Marne;2
FRSIGPSIGE30312;78343;[2.141333, 48.766087];22000.0;2.141333;48.766087;Les Loges-en-Josas;2
FRSIGPSIGE29311;78242;[2.04919, 48.814008];22000.0;2.04919;48.814008;Fontenay-le-Fleury;2
FRSIGPSIGE30211;92007;[2.315636, 48.80169];24000.0;2.315636;48.80169;Bagneux;2
FRSIGPSIGE30112;92078;[2.335975, 48.935119];24000.0;2.335975;48.935119;Villeneuve-la-Garenne;2
FRSIGPSIGE30012;95288;[2.344589, 48.989537];22000.0;2.344589;48.989537;Groslay;2
FRSIGPSIGE29912;95288;[2.351968, 48.986303];22000.0;2.351968;48.986303;Groslay;2
FRSIGPSIGE29812;78358;[2.150202, 48.959082];22000.0;2.150202;48.959082;Maisons-Laffitte;2
FRSIGPSIGE29722;92007;[2.320078, 48.792163];24000.0;2.320078;48.792163;Bagneux;2
FRSIGPSIGE29612;92012;[2.241634, 48.832916];50000.0;2.241634;48.832916;Boulogne-Billancourt;2
FRSIGPSIGE29512;95197;[2.324662, 48.961764];24000.0;2.324662;48.961764;Deuil-la-Barre;2
FRSIGPSIGE29412;95210;[2.314644, 48.965435];22000.0;2.314644;48.965435;Enghien-les-Bains;2
FRSIGPSIGE31311;77479;[2.640491, 48.873308];24000.0;2.640491;48.873308;Vaires-sur-Marne;2
FRSIGPSIGE32912;95176;[2.205439, 48.976037];22000.0;2.205439;48.976037;Cormeilles-en-Parisis;2
FRSIGPSIGE32512;95199;[2.340589, 49.025174];22000.0;2.340589;49.025174;Domont;2
FRSIGPSIGE32611;95199;[2.338942, 49.030229];24000.0;2.338942;49.030229;Domont;2
FRSIGPSIGE32711;95210;[2.309573, 48.972443];24000.0;2.309573;48.972443;Enghien-les-Bains;2
FRSIGPSIGE32811;95176;[2.197618, 48.958165];22000.0;2.197618;48.958165;Cormeilles-en-Parisis;2
FRSIGPSIGE33011;95176;[2.209218, 48.965775];22000.0;2.209218;48.965775;Cormeilles-en-Parisis;2
FRSIGPSIGE33111;95176;[2.202975, 48.973692];22000.0;2.202975;48.973692;Cormeilles-en-Parisis;2
FRSIGPSIGE33211;95176;[2.199478, 48.976976];22000.0;2.199478;48.976976;Cormeilles-en-Parisis;2
FRSIGPSIGE33311;95051;[2.1851, 49.0179];22000.0;2.1851;49.0179;Beauchamp;1
FRSIGPSIGE33411;95051;[2.19591, 49.0134];22000.0;2.19591;49.0134;Beauchamp;1
FRSIGPSIGE33511;95176;[2.1904, 48.9613];22000.0;2.1904;48.9613;Cormeilles-en-Parisis;1
FRSIGPSIGE32412;91064;[2.219674, 48.755734];22000.0;2.219674;48.755734;Bièvres;2
FRSIGPSIGE32312;93066;[2.357092, 48.918278];22000.0;2.357092;48.918278;Saint-Denis;2
FRSIGPSIGE31411;78358;[2.141711, 48.947895];22000.0;2.141711;48.947895;Maisons-Laffitte;2
FRSIGPSIGE31511;93010;[2.484081, 48.914985];24000.0;2.484081;48.914985;Bondy;2
FRSIGPSIGE31611;93010;[2.482415, 48.902376];24000.0;2.482415;48.902376;Bondy;2
FRSIGPSIGE31711;93010;[2.478607, 48.900927];24000.0;2.478607;48.900927;Bondy;2
FRSIGPSIGE31911;95280;[2.460008, 49.029892];22000.0;2.460008;49.029892;Goussainville;2
FRSIGPSIGE32011;77055;[2.631761, 48.882366];22000.0;2.631761;48.882366;Brou-sur-Chantereine;2
FRSIGPSIGE32111;91645;[2.252401, 48.740984];22000.0;2.252401;48.740984;Verrières-le-Buisson;2
FRSIGPSIGE32211;93062;[2.516052, 48.898465];24000.0;2.516052;48.898465;Le Raincy;2
FRSIGPSIGE19811;92025;[2.24842, 48.923662];7000.0;2.24842;48.923662;Colombes;1
FRSIGPSIGE21811;95018;[2.257649, 48.948752];22000.0;2.257649;48.948752;Argenteuil;2
FRSIGPSIGE22412;92073;[2.227553, 48.874264];24000.0;2.227553;48.874264;Suresnes;2
FRSIGPSIGE22051;94019;[2.535132, 48.799087];7000.0;2.535132;48.799087;Chennevières-sur-Marne;1
FRSIGPSIGE21712;95018;[2.239076, 48.947107];22000.0;2.239076;48.947107;Argenteuil;2
FRSIGPSIGE21212;77514;[2.620085, 48.940606];22000.0;2.620085;48.940606;Villeparisis;2
FRSIGPSIGE21612;95018;[2.247911, 48.940484];22000.0;2.247911;48.940484;Argenteuil;2
FRSIGPSIGE21512;95018;[2.287242, 48.957323];22000.0;2.287242;48.957323;Argenteuil;2
FRSIGPSIGE21412;94048;[2.542244, 48.729206];22000.0;2.542244;48.729206;Marolles-en-Brie;2
FRSIGPSIGE21312;92062;[2.236634, 48.883921];22000.0;2.236634;48.883921;Puteaux;2
FRSIGPSIGE22511;92073;[2.225601, 48.868305];24000.0;2.225601;48.868305;Suresnes;2
FRSIGPSIGE22611;78073;[2.011658, 48.803085];24000.0;2.011658;48.803085;Bois-d'Arcy;2
FRSIGPSIGE23411;92062;[2.232948, 48.883089];22000.0;2.232948;48.883089;Puteaux;2
FRSIGPSIGE23212;95241;[2.444934, 49.050178];24000.0;2.444934;49.050178;Fontenay-en-Parisis;2
FRSIGPSIGE23112;91064;[2.21486, 48.754676];24000.0;2.21486;48.754676;Bièvres;2
FRSIGPSIGE23012;95056;[2.353092, 49.079916];24000.0;2.353092;49.079916;Belloy-en-France;2
FRSIGPSIGE22961;92025;[2.259156, 48.924688];7000.0;2.259156;48.924688;Colombes;1
FRSIGPSIGE22812;93051;[2.566347, 48.829448];24000.0;2.566347;48.829448;Noisy-le-Grand;2
FRSIGPSIGE22712;93051;[2.549687, 48.847681];24000.0;2.549687;48.847681;Noisy-le-Grand;2
FRSIGPSIGE23611;93051;[2.549201, 48.839452];50000.0;2.549201;48.839452;Noisy-le-Grand;2
FRSIGPSIGE20011;92025;[2.228808, 48.922232];7000.0;2.228808;48.922232;Colombes;1
FRSIGPSIGE20141;92025;[2.25284, 48.927836];7000.0;2.25284;48.927836;Colombes;1
FRSIGPSIGE19961;92025;[2.260623, 48.931418];7000.0;2.260623;48.931418;Colombes;1
FRSIGPSIGE21112;95585;[2.370779, 48.976697];22000.0;2.370779;48.976697;Sarcelles;2
FRSIGPSIGE20211;95241;[2.451673, 49.049662];22000.0;2.451673;49.049662;Fontenay-en-Parisis;2
FRSIGPSIGE21012;95585;[2.383546, 48.980861];22000.0;2.383546;48.980861;Sarcelles;2
FRSIGPSIGE20912;94041;[2.37428, 48.817419];22000.0;2.37428;48.817419;Ivry-sur-Seine;2
FRSIGPSIGE20812;94041;[2.389021, 48.812972];22000.0;2.389021;48.812972;Ivry-sur-Seine;2
FRSIGPSIGE20712;94041;[2.37586, 48.807196];22000.0;2.37586;48.807196;Ivry-sur-Seine;2
FRSIGPSIGE20612;94041;[2.3851, 48.81043];22000.0;2.3851;48.81043;Ivry-sur-Seine;2
FRSIGPSIGE20512;77514;[2.601128, 48.950792];22000.0;2.601128;48.950792;Villeparisis;2
FRSIGPSIGE20412;77514;[2.612862, 48.953031];22000.0;2.612862;48.953031;Villeparisis;2
FRSIGPSIGE20312;95612;[2.471163, 49.002593];22000.0;2.471163;49.002593;Le Thillay;2
FRSIGPSIGE28712;93064;[2.48729, 48.873236];24000.0;2.48729;48.873236;Rosny-sous-Bois;2
FRSIGPSIGE27112;93064;[2.468985, 48.882559];24000.0;2.468985;48.882559;Rosny-sous-Bois;2
FRSIGPSIGE27512;92073;[2.201931, 48.863165];24000.0;2.201931;48.863165;Suresnes;2
FRSIGPSIGE27412;92073;[2.223943, 48.87384];24000.0;2.223943;48.87384;Suresnes;2
FRSIGPSIGE27312;92077;[2.188821, 48.822768];22000.0;2.188821;48.822768;Ville-d'Avray;2
FRSIGPSIGE27212;92077;[2.196674, 48.82341];22000.0;2.196674;48.82341;Ville-d'Avray;2
FRSIGPSIGE26511;95555;[2.279536, 48.972823];22000.0;2.279536;48.972823;Saint-Gratien;2
FRSIGPSIGE27012;77479;[2.642961, 48.866405];22000.0;2.642961;48.866405;Vaires-sur-Marne;2
FRSIGPSIGE26912;94041;[2.399729, 48.814589];24000.0;2.399729;48.814589;Ivry-sur-Seine;2
FRSIGPSIGE26712;94041;[2.371545, 48.812103];24000.0;2.371545;48.812103;Ivry-sur-Seine;2
FRSIGPSIGE26612;93064;[2.486329, 48.870292];22000.0;2.486329;48.870292;Rosny-sous-Bois;2
FRSIGPSIGE27611;92025;[2.238681, 48.90954];24000.0;2.238681;48.90954;Colombes;2
FRSIGPSIGE27711;78242;[2.046263, 48.811175];24000.0;2.046263;48.811175;Fontenay-le-Fleury;2
FRSIGPSIGE28612;91363;[2.229802, 48.642808];22000.0;2.229802;48.642808;Marcoussis;2
FRSIGPSIGE17312;94034;[2.326942, 48.762217];22000.0;2.326942;48.762217;Fresnes;2
FRSIGPSIGE28312;95197;[2.320497, 48.965586];22000.0;2.320497;48.965586;Deuil-la-Barre;2
FRSIGPSIGE28212;95197;[2.322788, 48.972669];22000.0;2.322788;48.972669;Deuil-la-Barre;2
FRSIGPSIGE28112;93062;[2.519994, 48.902239];22000.0;2.519994;48.902239;Le Raincy;2
FRSIGPSIGE28012;91432;[2.324774, 48.700535];22000.0;2.324774;48.700535;Morangis;2
FRSIGPSIGE27912;91432;[2.339336, 48.705907];24000.0;2.339336;48.705907;Morangis;2
FRSIGPSIGE27812;95018;[2.230882, 48.950894];22000.0;2.230882;48.950894;Argenteuil;2
FRSIGPSIGE26312;92025;[2.253396, 48.915111];24000.0;2.253396;48.915111;Colombes;2
FRSIGPSIGE23711;93062;[2.526659, 48.895792];24000.0;2.526659;48.895792;Le Raincy;2
FRSIGPSIGE24211;92073;[2.224059, 48.861252];24000.0;2.224059;48.861252;Suresnes;2
FRSIGPSIGE24611;95428;[2.319999, 48.988914];24000.0;2.319999;48.988914;Montmorency;2
FRSIGPSIGE24512;95428;[2.312299, 48.973415];22000.0;2.312299;48.973415;Montmorency;2
FRSIGPSIGE24412;95428;[2.321968, 48.999316];22000.0;2.321968;48.999316;Montmorency;2
FRSIGPSIGE24312;92073;[2.22766, 48.87125];24000.0;2.22766;48.87125;Suresnes;2
FRSIGPSIGE24112;92073;[2.235762, 48.873871];24000.0;2.235762;48.873871;Suresnes;2
FRSIGPSIGE24012;78358;[2.151554, 48.943852];22000.0;2.151554;48.943852;Maisons-Laffitte;2
FRSIGPSIGE23912;94041;[2.379583, 48.816769];22000.0;2.379583;48.816769;Ivry-sur-Seine;2
FRSIGPSIGE23812;92062;[2.243501, 48.877078];22000.0;2.243501;48.877078;Puteaux;2
FRSIGPSIGE24811;95100;[2.284159, 48.95965];22000.0;2.284159;48.95965;;2
FRSIGPSIGE24911;95555;[2.284068, 48.965992];24000.0;2.284068;48.965992;Saint-Gratien;2
FRSIGPSIGE25912;92077;[2.194656, 48.822302];22000.0;2.194656;48.822302;Ville-d'Avray;2
FRSIGPSIGE25712;92077;[2.181596, 48.827704];22000.0;2.181596;48.827704;Ville-d'Avray;2
FRSIGPSIGE25612;92077;[2.184659, 48.827427];22000.0;2.184659;48.827427;Ville-d'Avray;2
FRSIGPSIGE25512;92077;[2.179316, 48.821396];22000.0;2.179316;48.821396;Ville-d'Avray;2
FRSIGPSIGE25412;78242;[2.044941, 48.811271];22000.0;2.044941;48.811271;Fontenay-le-Fleury;2
FRSIGPSIGE25312;95018;[2.250294, 48.945741];24000.0;2.250294;48.945741;Argenteuil;2
FRSIGPSIGE25212;92007;[2.313771, 48.795472];22000.0;2.313771;48.795472;Bagneux;2
FRSIGPSIGE25112;92007;[2.317675, 48.798756];22000.0;2.317675;48.798756;Bagneux;2
FRSIGPSIGE6361;92012;[2.240936, 48.826296];7000.0;2.240936;48.826296;Boulogne-Billancourt;1
FRSIGPSIGE8021;92040;[2.252027, 48.821956];7000.0;2.252027;48.821956;Issy-les-Moulineaux;1
FRSIGPSIGE7912;78322;[2.164531, 48.77241];7000.0;2.164531;48.77241;Jouy-en-Josas;2
FRSIGPSIGE7812;78322;[2.175402, 48.762795];7000.0;2.175402;48.762795;Jouy-en-Josas;2
FRSIGPSIGE7712;78322;[2.167502, 48.765481];7000.0;2.167502;48.765481;Jouy-en-Josas;2
FRSIGPSIGE7612;78322;[2.152863, 48.768693];7000.0;2.152863;48.768693;Jouy-en-Josas;2
FRSIGPSIGE7512;78322;[2.169532, 48.76463];7000.0;2.169532;48.76463;Jouy-en-Josas;2
FRSIGPSIGE7461;92040;[2.275604, 48.823132];7000.0;2.275604;48.823132;Issy-les-Moulineaux;1
FRSIGPSIGE7351;92040;[2.270023, 48.817549];7000.0;2.270023;48.817549;Issy-les-Moulineaux;1
FRSIGPSIGE8111;92040;[2.277644, 48.819004];7000.0;2.277644;48.819004;Issy-les-Moulineaux;1
FRSIGPSIGE8421;95210;[2.306583, 48.972892];7000.0;2.306583;48.972892;Enghien-les-Bains;1
FRSIGPSIGE8541;92024;[2.304623, 48.904369];7000.0;2.304623;48.904369;Clichy;1
FRSIGPSIGE8351;92076;[2.152096, 48.837186];7000.0;2.152096;48.837186;Vaucresson;1
FRSIGPSIGE6551;92012;[2.229152, 48.840172];7000.0;2.229152;48.840172;Boulogne-Billancourt;1
FRSIGPSIGE6711;92012;[2.241986, 48.828194];7000.0;2.241986;48.828194;Boulogne-Billancourt;1
FRSIGPSIGE6661;92012;[2.230145, 48.831536];7000.0;2.230145;48.831536;Boulogne-Billancourt;1
FRSIGPSIGE6461;92012;[2.252363, 48.83684];7000.0;2.252363;48.83684;Boulogne-Billancourt;1
FRSIGPSIGE7261;92040;[2.258038, 48.819081];7000.0;2.258038;48.819081;Issy-les-Moulineaux;1
FRSIGPSIGE7131;92012;[2.254615, 48.832364];7000.0;2.254615;48.832364;Boulogne-Billancourt;1
FRSIGPSIGE7022;78110;[2.119152, 48.887603];24000.0;2.119152;48.887603;;2
FRSIGPSIGE6912;78190;[2.140268, 48.880798];24000.0;2.140268;48.880798;Croissy-sur-Seine;2
FRSIGPSIGE6812;78190;[2.143236, 48.878289];24000.0;2.143236;48.878289;Croissy-sur-Seine;2
FRSIGPSIGE8611;92024;[2.309161, 48.909744];7000.0;2.309161;48.909744;Clichy;1
FRSIGPSIGE11111;92064;[2.218729, 48.845411];24000.0;2.218729;48.845411;Saint-Cloud;2
FRSIGPSIGE11511;92076;[2.156808, 48.838145];24000.0;2.156808;48.838145;Vaucresson;2
FRSIGPSIGE11412;94019;[2.53094, 48.7965];24000.0;2.53094;48.7965;Chennevières-sur-Marne;2
FRSIGPSIGE11312;92064;[2.219264, 48.841715];24000.0;2.219264;48.841715;Saint-Cloud;2
FRSIGPSIGE11212;92064;[2.203739, 48.842105];24000.0;2.203739;48.842105;Saint-Cloud;2
FRSIGPSIGE11012;95585;[2.377945, 48.99638];22000.0;2.377945;48.99638;Sarcelles;2
FRSIGPSIGE11611;92012;[2.246242, 48.8288];24000.0;2.246242;48.8288;Boulogne-Billancourt;2
FRSIGPSIGE10812;95585;[2.380766, 48.97929];22000.0;2.380766;48.97929;Sarcelles;2
FRSIGPSIGE10712;95199;[2.336956, 49.032846];22000.0;2.336956;49.032846;Domont;2
FRSIGPSIGE10612;95199;[2.326929, 49.027391];22000.0;2.326929;49.027391;Domont;2
FRSIGPSIGE17212;93074;[2.569549, 48.934912];22000.0;2.569549;48.934912;Vaujours;2
FRSIGPSIGE10312;93046;[2.524608, 48.905451];22000.0;2.524608;48.905451;Livry-Gargan;2
FRSIGPSIGE12311;92020;[2.299287, 48.810455];24000.0;2.299287;48.810455;Châtillon;2
FRSIGPSIGE12911;93062;[2.513482, 48.894296];22000.0;2.513482;48.894296;Le Raincy;2
FRSIGPSIGE12812;93062;[2.512814, 48.892332];22000.0;2.512814;48.892332;Le Raincy;2
FRSIGPSIGE12512;77139;[2.604149, 48.916773];22000.0;2.604149;48.916773;Courtry;2
FRSIGPSIGE12412;92020;[2.298238, 48.806568];24000.0;2.298238;48.806568;Châtillon;2
FRSIGPSIGE12212;95199;[2.339881, 49.033346];24000.0;2.339881;49.033346;Domont;2
FRSIGPSIGE11711;93046;[2.536884, 48.919073];24000.0;2.536884;48.919073;Livry-Gargan;2
FRSIGPSIGE12112;93057;[2.51808, 48.909806];24000.0;2.51808;48.909806;Les Pavillons-sous-Bois;2
FRSIGPSIGE11912;93057;[2.508051, 48.902835];22000.0;2.508051;48.902835;Les Pavillons-sous-Bois;2
FRSIGPSIGE11812;93046;[2.54441, 48.922985];24000.0;2.54441;48.922985;Livry-Gargan;2
FRSIGPSIGE10511;93046;[2.517099, 48.91367];22000.0;2.517099;48.91367;Livry-Gargan;2
FRSIGPSIGE8841;92024;[2.308363, 48.900249];7000.0;2.308363;48.900249;Clichy;1
FRSIGPSIGE9111;95210;[2.310159, 48.968482];22000.0;2.310159;48.968482;Enghien-les-Bains;2
FRSIGPSIGE8951;92024;[2.317644, 48.902349];7000.0;2.317644;48.902349;Clichy;1
FRSIGPSIGE9211;92064;[2.215126, 48.857159];22000.0;2.215126;48.857159;Saint-Cloud;2
FRSIGPSIGE8751;92024;[2.2987, 48.901286];7000.0;2.2987;48.901286;Clichy;1
FRSIGPSIGE10222;78686;[2.163266, 48.806434];22000.0;2.163266;48.806434;Viroflay;2
FRSIGPSIGE10011;92064;[2.217007, 48.850512];22000.0;2.217007;48.850512;Saint-Cloud;2
FRSIGPSIGE10112;78686;[2.171623, 48.802012];24000.0;2.171623;48.802012;Viroflay;2
FRSIGPSIGE9812;92076;[2.164518, 48.840307];22000.0;2.164518;48.840307;Vaucresson;2
FRSIGPSIGE9311;94019;[2.532549, 48.801016];22000.0;2.532549;48.801016;Chennevières-sur-Marne;2
FRSIGPSIGE9712;92022;[2.185283, 48.805695];22000.0;2.185283;48.805695;Chaville;2
FRSIGPSIGE9512;94019;[2.531936, 48.798856];22000.0;2.531936;48.798856;Chennevières-sur-Marne;2
FRSIGPSIGE9412;94019;[2.545659, 48.799648];22000.0;2.545659;48.799648;Chennevières-sur-Marne;2
FRSIGPSIGE13211;92048;[2.240595, 48.80806];22000.0;2.240595;48.80806;Meudon;2
FRSIGPSIGE3011;92048;[2.234801, 48.807732];7000.0;2.234801;48.807732;Meudon;1
FRSIGPSIGE2941;92048;[2.237844, 48.812485];7000.0;2.237844;48.812485;Meudon;1
FRSIGPSIGE2712;78124;[2.17596, 48.90592];22000.0;2.17596;48.90592;Carrières-sur-Seine;2
FRSIGPSIGE2612;92077;[2.189425, 48.82634];22000.0;2.189425;48.82634;Ville-d'Avray;2
FRSIGPSIGE2512;94043;[2.35707, 48.81287];22000.0;2.35707;48.81287;Le Kremlin-Bicêtre;2
FRSIGPSIGE2412;78242;[2.05212, 48.80807];22000.0;2.05212;48.80807;Fontenay-le-Fleury;2
FRSIGPSIGE2312;78124;[2.177236, 48.912132];22000.0;2.177236;48.912132;Carrières-sur-Seine;2
FRSIGPSIGE2212;78124;[2.17895, 48.90953];22000.0;2.17895;48.90953;Carrières-sur-Seine;2
FRSIGPSIGE2112;78126;[2.131865, 48.84512];22000.0;2.131865;48.84512;La Celle-Saint-Cloud;2
FRSIGPSIGE3231;92072;[2.213824, 48.814263];7000.0;2.213824;48.814263;Sèvres;1
FRSIGPSIGE3351;92077;[2.165078, 48.818204];7000.0;2.165078;48.818204;Ville-d'Avray;1
FRSIGPSIGE3161;92048;[2.227086, 48.787468];7000.0;2.227086;48.787468;Meudon;1
FRSIGPSIGE2012;78126;[2.15031, 48.848957];22000.0;2.15031;48.848957;La Celle-Saint-Cloud;2
FRSIGPSIGE1912;92075;[2.290181, 48.82598];22000.0;2.290181;48.82598;Vanves;2
FRSIGPSIGE112;92064;[2.220406, 48.85466];22000.0;2.220406;48.85466;Saint-Cloud;2
FRSIGPSIGE512;92064;[2.207385, 48.843157];22000.0;2.207385;48.843157;Saint-Cloud;2
FRSIGPSIGE412;92064;[2.215528, 48.855042];22000.0;2.215528;48.855042;Saint-Cloud;2
FRSIGPSIGE312;92064;[2.207391, 48.847778];22000.0;2.207391;48.847778;Saint-Cloud;2
FRSIGPSIGE212;92064;[2.210997, 48.857063];22000.0;2.210997;48.857063;Saint-Cloud;2
FRSIGPSIGE612;92064;[2.212253, 48.859722];22000.0;2.212253;48.859722;Saint-Cloud;2
FRSIGPSIGE40511;95491;[2.23283, 49.0022];22000.0;2.23283;49.0022;Le Plessis-Bouchard;2
FRSIGPSIGE40611;95491;[2.23634, 49.0019];22000.0;2.23634;49.0019;Le Plessis-Bouchard;2
FRSIGPSIGE40711;95491;[2.2444, 48.9976];22000.0;2.2444;48.9976;Le Plessis-Bouchard;2
FRSIGPSIGE40811;95252;[2.22748, 48.9843];7000.0;2.22748;48.9843;Franconville;1
FRSIGPSIGE711;92012;[2.239694, 48.836639];22000.0;2.239694;48.836639;Boulogne-Billancourt;2
FRSIGPSIGE1212;92040;[2.276657, 48.827045];22000.0;2.276657;48.827045;Issy-les-Moulineaux;2
FRSIGPSIGE1712;92072;[2.212834, 48.824499];22000.0;2.212834;48.824499;Sèvres;2
FRSIGPSIGE1612;92072;[2.20638, 48.822094];22000.0;2.20638;48.822094;Sèvres;2
FRSIGPSIGE1512;92048;[2.227161, 48.821484];22000.0;2.227161;48.821484;Meudon;2
FRSIGPSIGE1312;92047;[2.178067, 48.830567];22000.0;2.178067;48.830567;Marnes-la-Coquette;2
FRSIGPSIGE1112;92040;[2.264953, 48.82991];22000.0;2.264953;48.82991;Issy-les-Moulineaux;2
FRSIGPSIGE1012;92022;[2.188014, 48.805695];22000.0;2.188014;48.805695;Chaville;2
FRSIGPSIGE912;92022;[2.192191, 48.813019];22000.0;2.192191;48.813019;Chaville;2
FRSIGPSIGE812;92012;[2.240082, 48.839897];22000.0;2.240082;48.839897;Boulogne-Billancourt;2
FRSIGPSIGE3511;92020;[2.284725, 48.799158];7000.0;2.284725;48.799158;Châtillon;1
FRSIGPSIGE4511;92048;[2.247755, 48.816826];24000.0;2.247755;48.816826;Meudon;2
FRSIGPSIGE4911;92072;[2.222437, 48.826646];24000.0;2.222437;48.826646;Sèvres;2
FRSIGPSIGE4812;92012;[2.237767, 48.850211];24000.0;2.237767;48.850211;Boulogne-Billancourt;2
FRSIGPSIGE4712;78686;[2.177418, 48.798292];24000.0;2.177418;48.798292;Viroflay;2
FRSIGPSIGE4612;92012;[2.237223, 48.844739];24000.0;2.237223;48.844739;Boulogne-Billancourt;2
FRSIGPSIGE4461;92009;[2.270931, 48.921611];7000.0;2.270931;48.921611;Bois-Colombes;1
FRSIGPSIGE5111;95210;[2.308342, 48.974918];24000.0;2.308342;48.974918;Enghien-les-Bains;2
FRSIGPSIGE4361;92009;[2.264081, 48.905256];7000.0;2.264081;48.905256;Bois-Colombes;1
FRSIGPSIGE6011;91689;[2.324704, 48.73466];22000.0;2.324704;48.73466;Wissous;2
FRSIGPSIGE6212;95430;[2.307657, 49.06973];22000.0;2.307657;49.06973;Montsoult;2
FRSIGPSIGE6112;95430;[2.320821, 49.067314];22000.0;2.320821;49.067314;Montsoult;2
FRSIGPSIGE5912;94046;[2.427408, 48.802789];22000.0;2.427408;48.802789;Maisons-Alfort;2
FRSIGPSIGE5211;92075;[2.288422, 48.821077];24000.0;2.288422;48.821077;Vanves;2
